DATA	C1	C2	C3	C4	C5	C6	C7	C8
R984	TimeSeries	Time	seconds	804.943				
R985	TimeSeries	Time	seconds	805.761				
R986	TimeSeries	Time	seconds	806.579				
R987	TimeSeries	Time	seconds	807.397				
R988	TimeSeries	Time	seconds	808.215				
R989	TimeSeries	Time	seconds	809.033				
R990	TimeSeries	Time	seconds	809.851				
R991	TimeSeries	Time	seconds	810.669				
R992	TimeSeries	Time	seconds	811.487				
R993	TimeSeries	Time	seconds	812.305				
R994	TimeSeries	Time	seconds	813.123				
R995	TimeSeries	Time	seconds	813.941				
R996	TimeSeries	Time	seconds	814.759				
R997	TimeSeries	Time	seconds	815.577				
R998	TimeSeries	Time	seconds	816.395				
R999	TimeSeries	Time	seconds	817.213				
R1000	TimeSeries	Time	seconds	818.031				
R1001	TimeSeries	Time	seconds	818.849				
R1002	TimeSeries	Time	seconds	819.667				
R1003	TimeSeries	Time	seconds	820.486				
R1004	TimeSeries	Time	seconds	821.304				
R1005	TimeSeries	Time	seconds	822.122				
R1006	TimeSeries	Time	seconds	822.94				
R1007	TimeSeries	Time	seconds	823.758				
R1008	TimeSeries	Time	seconds	824.576				
R1009	TimeSeries	Time	seconds	825.394				
R1010	TimeSeries	Time	seconds	826.212				
R1011	TimeSeries	Time	seconds	827.03				
R1012	TimeSeries	Time	seconds	827.848				
R1013	TimeSeries	Time	seconds	828.666				
R1014	TimeSeries	Time	seconds	829.484				
R1015	TimeSeries	Time	seconds	830.302				
R1016	TimeSeries	Time	seconds	831.12				
R1017	TimeSeries	Time	seconds	831.938				
R1018	TimeSeries	Time	seconds	832.756				
R1019	TimeSeries	Time	seconds	833.574				
R1020	TimeSeries	Time	seconds	834.392				
R1021	TimeSeries	Time	seconds	835.21				
R1022	TimeSeries	Time	seconds	836.028				
R1023	TimeSeries	Time	seconds	836.846				
R1024	TimeSeries	Time	seconds	837.664				
R1025	TimeSeries	Time	seconds	838.482				
R1026	TimeSeries	Time	seconds	839.3				
R1027	TimeSeries	Time	seconds	840.118				
R1028	TimeSeries	Time	seconds	840.936				
R1029	TimeSeries	Time	seconds	841.754				
R1030	TimeSeries	Time	seconds	842.572				
R1031	TimeSeries	Time	seconds	843.39				
R1032	TimeSeries	Time	seconds	844.208				
R1033	TimeSeries	Time	seconds	845.026				
R1034	TimeSeries	Time	seconds	845.844				
R1035	TimeSeries	Time	seconds	846.662				
R1036	TimeSeries	Time	seconds	847.48				
R1037	TimeSeries	Time	seconds	848.298				
R1038	TimeSeries	Time	seconds	849.116				
R1039	TimeSeries	Time	seconds	849.934				
R1040	TimeSeries	Time	seconds	850.752				
R1041	TimeSeries	Time	seconds	851.57				
R1042	TimeSeries	Time	seconds	852.388				
R1043	TimeSeries	Time	seconds	853.206				
R1044	TimeSeries	Time	seconds	854.024				
R1045	TimeSeries	Time	seconds	854.842				
R1046	TimeSeries	Time	seconds	855.66				
R1047	TimeSeries	Time	seconds	856.478				
R1048	TimeSeries	Time	seconds	857.296				
R1049	TimeSeries	Time	seconds	858.114				
R1050	TimeSeries	Time	seconds	858.933				
R1051	TimeSeries	Time	seconds	859.751				
R1052	TimeSeries	Time	seconds	860.569				
R1053	TimeSeries	Time	seconds	861.387				
R1054	TimeSeries	Time	seconds	862.205				
R1055	TimeSeries	Time	seconds	863.023				
R1056	TimeSeries	Time	seconds	863.841				
R1057	TimeSeries	Time	seconds	864.659				
R1058	TimeSeries	Time	seconds	865.477				
R1059	TimeSeries	Time	seconds	866.295				
R1060	TimeSeries	Time	seconds	867.113				
R1061	TimeSeries	Time	seconds	867.931				
R1062	TimeSeries	Time	seconds	868.749				
R1063	TimeSeries	Time	seconds	869.567				
R1064	TimeSeries	Time	seconds	870.385				
R1065	TimeSeries	Time	seconds	871.203				
R1066	TimeSeries	Time	seconds	872.021				
R1067	TimeSeries	Time	seconds	872.839				
R1068	TimeSeries	Time	seconds	873.657				
R1069	TimeSeries	Time	seconds	874.475				
R1070	TimeSeries	Time	seconds	875.293				
R1071	TimeSeries	Time	seconds	876.111				
R1072	TimeSeries	Time	seconds	876.929				
R1073	TimeSeries	Time	seconds	877.747				
R1074	TimeSeries	Time	seconds	878.565				
R1075	TimeSeries	Time	seconds	879.383				
R1076	TimeSeries	Time	seconds	880.201				
R1077	TimeSeries	Time	seconds	881.019				
R1078	TimeSeries	Time	seconds	881.837				
R1079	TimeSeries	Time	seconds	882.655				
R1080	TimeSeries	Time	seconds	883.473				
R1081	TimeSeries	Time	seconds	884.291				
R1082	TimeSeries	Time	seconds	885.109				
R1083	TimeSeries	Time	seconds	885.927				
R1084	TimeSeries	Time	seconds	886.745				
R1085	TimeSeries	Time	seconds	887.563				
R1086	TimeSeries	Time	seconds	888.381				
R1087	TimeSeries	Time	seconds	889.199				
R1088	TimeSeries	Time	seconds	890.017				
R1089	TimeSeries	Time	seconds	890.835				
R1090	TimeSeries	Time	seconds	891.653				
R1091	TimeSeries	Time	seconds	892.471				
R1092	TimeSeries	Time	seconds	893.289				
R1093	TimeSeries	Time	seconds	894.107				
R1094	TimeSeries	Time	seconds	894.925				
R1095	TimeSeries	Time	seconds	895.743				
R1096	TimeSeries	Time	seconds	896.561				
R1097	TimeSeries	Time	seconds	897.38				
R1098	TimeSeries	Time	seconds	898.198				
R1099	TimeSeries	Time	seconds	899.016				
R1100	TimeSeries	Time	seconds	899.834				
R1101	TimeSeries	Time	seconds	900.652				
R1102	TimeSeries	Time	seconds	901.47				
R1103	TimeSeries	Time	seconds	902.288				
R1104	TimeSeries	Time	seconds	903.106				
R1105	TimeSeries	Time	seconds	903.924				
R1106	TimeSeries	Time	seconds	904.742				
R1107	TimeSeries	Time	seconds	905.56				
R1108	TimeSeries	Time	seconds	906.378				
R1109	TimeSeries	Time	seconds	907.196				
R1110	TimeSeries	Time	seconds	908.014				
R1111	TimeSeries	Time	seconds	908.832				
R1112	TimeSeries	Time	seconds	909.65				
R1113	TimeSeries	Time	seconds	910.468				
R1114	TimeSeries	Time	seconds	911.286				
R1115	TimeSeries	Time	seconds	912.104				
R1116	TimeSeries	Time	seconds	912.922				
R1117	TimeSeries	Time	seconds	913.74				
R1118	TimeSeries	Time	seconds	914.558				
R1119	TimeSeries	Time	seconds	915.376				
R1120	TimeSeries	Time	seconds	916.194				
R1121	TimeSeries	Time	seconds	917.012				
R1122	TimeSeries	Time	seconds	917.83				
R1123	TimeSeries	Time	seconds	918.648				
R1124	TimeSeries	Time	seconds	919.466				
R1125	TimeSeries	Time	seconds	920.284				
R1126	TimeSeries	Time	seconds	921.102				
R1127	TimeSeries	Time	seconds	921.92				
R1128	TimeSeries	Time	seconds	922.738				
R1129	TimeSeries	Time	seconds	923.556				
R1130	TimeSeries	Time	seconds	924.374				
R1131	TimeSeries	Time	seconds	925.192				
R1132	TimeSeries	Time	seconds	926.01				
R1133	TimeSeries	Time	seconds	926.828				
R1134	TimeSeries	Time	seconds	927.646				
R1135	TimeSeries	Time	seconds	928.464				
R1136	TimeSeries	Time	seconds	929.282				
R1137	TimeSeries	Time	seconds	930.1				
R1138	TimeSeries	Time	seconds	930.918				
R1139	TimeSeries	Time	seconds	931.736				
R1140	TimeSeries	Time	seconds	932.554				
R1141	TimeSeries	Time	seconds	933.372				
R1142	TimeSeries	Time	seconds	934.19				
R1143	TimeSeries	Time	seconds	935.008				
R1144	TimeSeries	Time	seconds	935.827				
R1145	TimeSeries	Time	seconds	936.645				
R1146	TimeSeries	Time	seconds	937.463				
R1147	TimeSeries	Time	seconds	938.281				
R1148	TimeSeries	Time	seconds	939.099				
R1149	TimeSeries	Time	seconds	939.917				
R1150	TimeSeries	Time	seconds	940.735				
R1151	TimeSeries	Time	seconds	941.553				
R1152	TimeSeries	Time	seconds	942.371				
R1153	TimeSeries	Time	seconds	943.189				
R1154	TimeSeries	Time	seconds	944.007				
R1155	TimeSeries	Time	seconds	944.825				
R1156	TimeSeries	Time	seconds	945.643				
R1157	TimeSeries	Time	seconds	946.461				
R1158	TimeSeries	Time	seconds	947.279				
R1159	TimeSeries	Time	seconds	948.097				
R1160	TimeSeries	Time	seconds	948.915				
R1161	TimeSeries	Time	seconds	949.733				
R1162	TimeSeries	Time	seconds	950.551				
R1163	TimeSeries	Time	seconds	951.369				
R1164	TimeSeries	Time	seconds	952.187				
R1165	TimeSeries	Time	seconds	953.005				
R1166	TimeSeries	Time	seconds	953.823				
R1167	TimeSeries	Time	seconds	954.641				
R1168	TimeSeries	Time	seconds	955.459				
R1169	TimeSeries	Time	seconds	956.277				
R1170	TimeSeries	Time	seconds	957.095				
R1171	TimeSeries	Time	seconds	957.913				
R1172	TimeSeries	Time	seconds	958.731				
R1173	TimeSeries	Time	seconds	959.549				
R1174	TimeSeries	Time	seconds	960.367				
R1175	TimeSeries	Time	seconds	961.185				
R1176	TimeSeries	Time	seconds	962.003				
R1177	TimeSeries	Time	seconds	962.821				
R1178	TimeSeries	Time	seconds	963.639				
R1179	TimeSeries	Time	seconds	964.457				
R1180	TimeSeries	Time	seconds	965.275				
R1181	TimeSeries	Time	seconds	966.093				
R1182	TimeSeries	Time	seconds	966.911				
R1183	TimeSeries	Time	seconds	967.729				
R1184	TimeSeries	Time	seconds	968.547				
R1185	TimeSeries	Time	seconds	969.365				
R1186	TimeSeries	Time	seconds	970.183				
R1187	TimeSeries	Time	seconds	971.001				
R1188	TimeSeries	Time	seconds	971.819				
R1189	TimeSeries	Time	seconds	972.637				
R1190	TimeSeries	Time	seconds	973.455				
R1191	TimeSeries	Time	seconds	974.274				
R1192	TimeSeries	Time	seconds	975.092				
R1193	TimeSeries	Time	seconds	975.91				
R1194	TimeSeries	Time	seconds	976.728				
R1195	TimeSeries	Time	seconds	977.546				
R1196	TimeSeries	Time	seconds	978.364				
R1197	TimeSeries	Time	seconds	979.182				
R1198	TimeSeries	Time	seconds	980				
R1199	TimeSeries	Time	seconds	980.818				
R1200	TimeSeries	Time	seconds	981.636				
R1201	TimeSeries	Time	seconds	982.454				
R1202	TimeSeries	Time	seconds	983.272				
R1203	TimeSeries	Time	seconds	984.09				
R1204	TimeSeries	Time	seconds	984.908				
R1205	TimeSeries	Time	seconds	985.726				
R1206	TimeSeries	Time	seconds	986.544				
R1207	TimeSeries	Time	seconds	987.362				
R1208	TimeSeries	Time	seconds	988.18				
R1209	TimeSeries	Time	seconds	988.998				
R1210	TimeSeries	Time	seconds	989.816				
R1211	TimeSeries	Time	seconds	990.634				
R1212	TimeSeries	Time	seconds	991.452				
R1213	TimeSeries	Time	seconds	992.27				
R1214	TimeSeries	Time	seconds	993.088				
R1215	TimeSeries	Time	seconds	993.906				
R1216	TimeSeries	Time	seconds	994.724				
R1217	TimeSeries	Time	seconds	995.542				
R1218	TimeSeries	Time	seconds	996.36				
R1219	TimeSeries	Time	seconds	997.178				
R1220	TimeSeries	Time	seconds	997.996				
R1221	TimeSeries	Time	seconds	998.814				
R1222	TimeSeries	Time	seconds	999.632				
R1223	TimeSeries	Time	seconds	1000.45				
R1224	TimeSeries	Time	seconds	1001.268				
R1225	TimeSeries	Time	seconds	1002.086				
R1226	TimeSeries	Time	seconds	1002.904				
R1227	TimeSeries	Time	seconds	1003.722				
R1228	TimeSeries	Time	seconds	1004.54				
R1229	TimeSeries	Time	seconds	1005.358				
R1230	TimeSeries	Time	seconds	1006.176				
R1231	TimeSeries	Time	seconds	1006.994				
R1232	TimeSeries	Time	seconds	1007.812				
R1233	TimeSeries	Time	seconds	1008.63				
R1234	TimeSeries	Time	seconds	1009.447				
R1235	TimeSeries	Time	seconds	1010.265				
R1236	TimeSeries	Time	seconds	1011.083				
R1237	TimeSeries	Time	seconds	1011.901				
R1238	TimeSeries	Time	seconds	1012.72				
R1239	TimeSeries	Time	seconds	1013.538				
R1240	TimeSeries	Time	seconds	1014.356				
R1241	TimeSeries	Time	seconds	1015.174				
R1242	TimeSeries	Time	seconds	1015.992				
R1243	TimeSeries	Time	seconds	1016.81				
R1244	TimeSeries	Time	seconds	1017.628				
R1245	TimeSeries	Time	seconds	1018.446				
R1246	TimeSeries	Time	seconds	1019.264				
R1247	TimeSeries	Time	seconds	1020.082				
R1248	TimeSeries	Time	seconds	1020.9				
R1249	TimeSeries	Time	seconds	1021.718				
R1250	TimeSeries	Time	seconds	1022.536				
R1251	TimeSeries	Time	seconds	1023.354				
R1252	TimeSeries	Time	seconds	1024.172				
R1253	TimeSeries	Time	seconds	1024.99				
R1254	TimeSeries	Time	seconds	1025.808				
R1255	TimeSeries	Time	seconds	1026.625				
R1256	TimeSeries	Time	seconds	1027.444				
R1257	TimeSeries	Time	seconds	1028.262				
R1258	TimeSeries	Time	seconds	1029.08				
R1259	TimeSeries	Time	seconds	1029.898				
R1260	TimeSeries	Time	seconds	1030.716				
R1261	TimeSeries	Time	seconds	1031.534				
R1262	TimeSeries	Time	seconds	1032.352				
R1263	TimeSeries	Time	seconds	1033.17				
R1264	TimeSeries	Time	seconds	1033.988				
R1265	TimeSeries	Time	seconds	1034.806				
R1266	TimeSeries	Time	seconds	1035.624				
R1267	TimeSeries	Time	seconds	1036.442				
R1268	TimeSeries	Time	seconds	1037.26				
R1269	TimeSeries	Time	seconds	1038.078				
R1270	TimeSeries	Time	seconds	1038.896				
R1271	TimeSeries	Time	seconds	1039.714				
R1272	TimeSeries	Time	seconds	1040.532				
R1273	TimeSeries	Time	seconds	1041.35				
R1274	TimeSeries	Time	seconds	1042.168				
R1275	TimeSeries	Time	seconds	1042.986				
R1276	TimeSeries	Time	seconds	1043.804				
R1277	TimeSeries	Time	seconds	1044.622				
R1278	TimeSeries	Time	seconds	1045.44				
R1279	TimeSeries	Time	seconds	1046.258				
R1280	TimeSeries	Time	seconds	1047.076				
R1281	TimeSeries	Time	seconds	1047.894				
R1282	TimeSeries	Time	seconds	1048.712				
R1283	TimeSeries	Time	seconds	1049.53				
R1284	TimeSeries	Time	seconds	1050.348				
R1285	TimeSeries	Time	seconds	1051.167				
R1286	TimeSeries	Time	seconds	1051.985				
R1287	TimeSeries	Time	seconds	1052.803				
R1288	TimeSeries	Time	seconds	1053.621				
R1289	TimeSeries	Time	seconds	1054.439				
R1290	TimeSeries	Time	seconds	1055.257				
R1291	TimeSeries	Time	seconds	1056.075				
R1292	TimeSeries	Time	seconds	1056.893				
R1293	TimeSeries	Time	seconds	1057.711				
R1294	TimeSeries	Time	seconds	1058.529				
R1295	TimeSeries	Time	seconds	1059.347				
R1296	TimeSeries	Time	seconds	1060.165				
R1297	TimeSeries	Time	seconds	1060.983				
R1298	TimeSeries	Time	seconds	1061.801				
R1299	TimeSeries	Time	seconds	1062.619				
R1300	TimeSeries	Time	seconds	1063.437				
R1301	TimeSeries	Time	seconds	1064.255				
R1302	TimeSeries	Time	seconds	1065.073				
R1303	TimeSeries	Time	seconds	1065.891				
R1304	TimeSeries	Time	seconds	1066.709				
R1305	TimeSeries	Time	seconds	1067.527				
R1306	TimeSeries	Time	seconds	1068.345				
R1307	TimeSeries	Time	seconds	1069.163				
R1308	TimeSeries	Time	seconds	1069.981				
R1309	TimeSeries	Time	seconds	1070.799				
R1310	TimeSeries	Time	seconds	1071.617				
R1311	TimeSeries	Time	seconds	1072.435				
R1312	TimeSeries	Time	seconds	1073.253				
R1313	TimeSeries	Time	seconds	1074.071				
R1314	TimeSeries	Time	seconds	1074.889				
R1315	TimeSeries	Time	seconds	1075.707				
R1316	TimeSeries	Time	seconds	1076.525				
R1317	TimeSeries	Time	seconds	1077.343				
R1318	TimeSeries	Time	seconds	1078.161				
R1319	TimeSeries	Time	seconds	1078.979				
R1320	TimeSeries	Time	seconds	1079.797				
R1321	TimeSeries	Time	seconds	1080.615				
R1322	TimeSeries	Time	seconds	1081.433				
R1323	TimeSeries	Time	seconds	1082.251				
R1324	TimeSeries	Time	seconds	1083.069				
R1325	TimeSeries	Time	seconds	1083.887				
R1326	TimeSeries	Time	seconds	1084.705				
R1327	TimeSeries	Time	seconds	1085.523				
R1328	TimeSeries	Time	seconds	1086.341				
R1329	TimeSeries	Time	seconds	1087.159				
R1330	TimeSeries	Time	seconds	1087.977				
R1331	TimeSeries	Time	seconds	1088.795				
R1332	TimeSeries	Time	seconds	1089.614				
R1333	TimeSeries	Time	seconds	1090.432				
R1334	TimeSeries	Time	seconds	1091.25				
R1335	TimeSeries	Time	seconds	1092.068				
R1336	TimeSeries	Time	seconds	1092.886				
R1337	TimeSeries	Time	seconds	1093.704				
R1338	TimeSeries	Time	seconds	1094.522				
R1339	TimeSeries	Time	seconds	1095.34				
R1340	TimeSeries	Time	seconds	1096.158				
R1341	TimeSeries	Time	seconds	1096.976				
R1342	TimeSeries	Time	seconds	1097.794				
R1343	TimeSeries	Time	seconds	1098.612				
R1344	TimeSeries	Time	seconds	1099.43				
R1345	TimeSeries	Time	seconds	1100.248				
R1346	TimeSeries	Time	seconds	1101.066				
R1347	TimeSeries	Time	seconds	1101.884				
R1348	TimeSeries	Time	seconds	1102.702				
R1349	TimeSeries	Time	seconds	1103.52				
R1350	TimeSeries	Time	seconds	1104.338				
R1351	TimeSeries	Time	seconds	1105.156				
R1352	TimeSeries	Time	seconds	1105.974				
R1353	TimeSeries	Time	seconds	1106.792				
R1354	TimeSeries	Time	seconds	1107.61				
R1355	TimeSeries	Time	seconds	1108.428				
R1356	TimeSeries	Time	seconds	1109.246				
R1357	TimeSeries	Time	seconds	1110.064				
R1358	TimeSeries	Time	seconds	1110.882				
R1359	TimeSeries	Time	seconds	1111.7				
R1360	TimeSeries	Time	seconds	1112.518				
R1361	TimeSeries	Time	seconds	1113.336				
R1362	TimeSeries	Time	seconds	1114.154				
R1363	TimeSeries	Time	seconds	1114.972				
R1364	TimeSeries	Time	seconds	1115.79				
R1365	TimeSeries	Time	seconds	1116.608				
R1366	TimeSeries	Time	seconds	1117.426				
R1367	TimeSeries	Time	seconds	1118.244				
R1368	TimeSeries	Time	seconds	1119.062				
R1369	TimeSeries	Time	seconds	1119.88				
R1370	TimeSeries	Time	seconds	1120.698				
R1371	TimeSeries	Time	seconds	1121.516				
R1372	TimeSeries	Time	seconds	1122.334				
R1373	TimeSeries	Time	seconds	1123.152				
R1374	TimeSeries	Time	seconds	1123.97				
R1375	TimeSeries	Time	seconds	1124.788				
R1376	TimeSeries	Time	seconds	1125.606				
R1377	TimeSeries	Time	seconds	1126.424				
R1378	TimeSeries	Time	seconds	1127.242				
R1379	TimeSeries	Time	seconds	1128.061				
R1380	TimeSeries	Time	seconds	1128.879				
R1381	TimeSeries	Time	seconds	1129.697				
R1382	TimeSeries	Time	seconds	1130.515				
R1383	TimeSeries	Time	seconds	1131.333				
R1384	TimeSeries	Time	seconds	1132.151				
R1385	TimeSeries	Time	seconds	1132.969				
R1386	TimeSeries	Time	seconds	1133.787				
R1387	TimeSeries	Time	seconds	1134.605				
R1388	TimeSeries	Time	seconds	1135.423				
R1389	TimeSeries	Time	seconds	1136.241				
R1390	TimeSeries	Time	seconds	1137.059				
R1391	TimeSeries	Time	seconds	1137.877				
R1392	TimeSeries	Time	seconds	1138.695				
R1393	TimeSeries	Time	seconds	1139.513				
R1394	TimeSeries	Time	seconds	1140.331				
R1395	TimeSeries	Time	seconds	1141.149				
R1396	TimeSeries	Time	seconds	1141.967				
R1397	TimeSeries	Time	seconds	1142.785				
R1398	TimeSeries	Time	seconds	1143.603				
R1399	TimeSeries	Time	seconds	1144.421				
R1400	TimeSeries	Time	seconds	1145.239				
R1401	TimeSeries	Time	seconds	1146.057				
R1402	TimeSeries	Time	seconds	1146.875				
R1403	TimeSeries	Time	seconds	1147.693				
R1404	TimeSeries	Time	seconds	1148.511				
R1405	TimeSeries	Time	seconds	1149.329				
R1406	TimeSeries	Time	seconds	1150.147				
R1407	TimeSeries	Time	seconds	1150.965				
R1408	TimeSeries	Time	seconds	1151.783				
R1409	TimeSeries	Time	seconds	1152.601				
R1410	TimeSeries	Time	seconds	1153.419				
R1411	TimeSeries	Time	seconds	1154.237				
R1412	TimeSeries	Time	seconds	1155.055				
R1413	TimeSeries	Time	seconds	1155.873				
R1414	TimeSeries	Time	seconds	1156.691				
R1415	TimeSeries	Time	seconds	1157.509				
R1416	TimeSeries	Time	seconds	1158.327				
R1417	TimeSeries	Time	seconds	1159.145				
R1418	TimeSeries	Time	seconds	1159.963				
R1419	TimeSeries	Time	seconds	1160.781				
R1420	TimeSeries	Time	seconds	1161.599				
R1421	TimeSeries	Time	seconds	1162.417				
R1422	TimeSeries	Time	seconds	1163.235				
R1423	TimeSeries	Time	seconds	1164.053				
R1424	TimeSeries	Time	seconds	1164.871				
R1425	TimeSeries	Time	seconds	1165.689				
R1426	TimeSeries	Time	seconds	1166.508				
R1427	TimeSeries	Time	seconds	1167.326				
R1428	TimeSeries	Time	seconds	1168.144				
R1429	TimeSeries	Time	seconds	1168.962				
R1430	TimeSeries	Time	seconds	1169.78				
R1431	TimeSeries	Time	seconds	1170.598				
R1432	TimeSeries	Time	seconds	1171.416				
R1433	TimeSeries	Time	seconds	1172.234				
R1434	TimeSeries	Time	seconds	1173.052				
R1435	TimeSeries	Time	seconds	1173.87				
R1436	TimeSeries	Time	seconds	1174.688				
R1437	TimeSeries	Time	seconds	1175.506				
R1438	TimeSeries	Time	seconds	1176.324				
R1439	TimeSeries	Time	seconds	1177.142				
R1440	TimeSeries	Time	seconds	1177.96				
R1441	TimeSeries	Time	seconds	1178.778				
R1442	TimeSeries	Time	seconds	1179.596				
R1443	TimeSeries	Time	seconds	1180.414				
R1444	TimeSeries	Time	seconds	1181.232				
R1445	TimeSeries	Time	seconds	1182.05				
R1446	TimeSeries	Time	seconds	1182.868				
R1447	TimeSeries	Time	seconds	1183.686				
R1448	TimeSeries	Time	seconds	1184.504				
R1449	TimeSeries	Time	seconds	1185.322				
R1450	TimeSeries	Time	seconds	1186.14				
R1451	TimeSeries	Time	seconds	1186.958				
R1452	TimeSeries	Time	seconds	1187.776				
R1453	TimeSeries	Time	seconds	1188.594				
R1454	TimeSeries	Time	seconds	1189.412				
R1455	TimeSeries	Time	seconds	1190.23				
R1456	TimeSeries	Time	seconds	1191.048				
R1457	TimeSeries	Time	seconds	1191.866				
R1458	TimeSeries	Time	seconds	1192.684				
R1459	TimeSeries	Time	seconds	1193.502				
R1460	TimeSeries	Time	seconds	1194.32				
R1461	TimeSeries	Time	seconds	1195.138				
R1462	TimeSeries	Time	seconds	1195.956				
R1463	TimeSeries	Time	seconds	1196.774				
R1464	TimeSeries	Time	seconds	1197.592				
R1465	TimeSeries	Time	seconds	1198.41				
R1466	TimeSeries	Time	seconds	1199.228				
R1467	TimeSeries	Time	seconds	1200.046				
R1468	TimeSeries	Time	seconds	1200.864				
R1469	TimeSeries	Time	seconds	1201.682				
R1470	TimeSeries	Time	seconds	1202.5				
R1471	TimeSeries	Time	seconds	1203.318				
R1472	TimeSeries	Time	seconds	1204.136				
R1473	TimeSeries	Time	seconds	1204.955				
R1474	TimeSeries	Time	seconds	1205.773				
R1475	TimeSeries	Time	seconds	1206.591				
R1476	TimeSeries	Time	seconds	1207.409				
R1477	TimeSeries	Time	seconds	1208.227				
R1478	TimeSeries	Time	seconds	1209.045				
R1479	TimeSeries	Time	seconds	1209.863				
R1480	TimeSeries	Time	seconds	1210.681				
R1481	TimeSeries	Time	seconds	1211.499				
R1482	TimeSeries	Time	seconds	1212.317				
R1483	TimeSeries	Time	seconds	1213.135				
R1484	TimeSeries	Time	seconds	1213.953				
R1485	TimeSeries	Time	seconds	1214.771				
R1486	TimeSeries	Time	seconds	1215.589				
R1487	TimeSeries	Time	seconds	1216.407				
R1488	TimeSeries	Time	seconds	1217.225				
R1489	TimeSeries	Time	seconds	1218.043				
R1490	TimeSeries	Time	seconds	1218.861				
R1491	TimeSeries	Time	seconds	1219.679				
R1492	TimeSeries	Time	seconds	1220.497				
R1493	TimeSeries	Time	seconds	1221.315				
R1494	TimeSeries	Time	seconds	1222.133				
R1495	TimeSeries	Time	seconds	1222.951				
R1496	TimeSeries	Time	seconds	1223.769				
R1497	TimeSeries	Time	seconds	1224.587				
R1498	TimeSeries	Time	seconds	1225.405				
R1499	TimeSeries	Time	seconds	1226.223				
R1500	TimeSeries	Time	seconds	1227.041				
R1501	TimeSeries	Time	seconds	1227.859				
R1502	TimeSeries	Time	seconds	1228.677				
R1503	TimeSeries	Time	seconds	1229.495				
R1504	TimeSeries	Time	seconds	1230.313				
R1505	TimeSeries	Time	seconds	1231.131				
R1506	TimeSeries	Time	seconds	1231.949				
R1507	TimeSeries	Time	seconds	1232.767				
R1508	TimeSeries	Time	seconds	1233.585				
R1509	TimeSeries	Time	seconds	1234.403				
R1510	TimeSeries	Time	seconds	1235.221				
R1511	TimeSeries	Time	seconds	1236.039				
R1512	TimeSeries	Time	seconds	1236.857				
R1513	TimeSeries	Time	seconds	1237.675				
R1514	TimeSeries	Time	seconds	1238.493				
R1515	TimeSeries	Time	seconds	1239.311				
R1516	TimeSeries	Time	seconds	1240.129				
R1517	TimeSeries	Time	seconds	1240.947				
R1518	TimeSeries	Time	seconds	1241.765				
R1519	TimeSeries	Time	seconds	1242.583				
R1520	TimeSeries	Time	seconds	1243.402				
R1521	TimeSeries	Time	seconds	1244.22				
R1522	TimeSeries	Time	seconds	1245.038				
R1523	TimeSeries	Time	seconds	1245.856				
R1524	TimeSeries	Time	seconds	1246.674				
R1525	TimeSeries	Time	seconds	1247.492				
R1526	TimeSeries	Time	seconds	1248.31				
R1527	TimeSeries	Time	seconds	1249.128				
R1528	TimeSeries	Time	seconds	1249.946				
R1529	TimeSeries	Time	seconds	1250.764				
R1530	TimeSeries	Time	seconds	1251.582				
R1531	TimeSeries	Time	seconds	1252.4				
R1532	TimeSeries	Time	seconds	1253.218				
R1533	TimeSeries	Time	seconds	1254.036				
R1534	TimeSeries	Time	seconds	1254.854				
R1535	TimeSeries	Time	seconds	1255.672				
R1536	TimeSeries	Time	seconds	1256.49				
R1537	TimeSeries	Time	seconds	1257.308				
R1538	TimeSeries	Time	seconds	1258.126				
R1539	TimeSeries	Time	seconds	1258.944				
R1540	TimeSeries	Time	seconds	1259.758				
